frame,gesture,valid,anchor_x,anchor_y,left_foot_length,right_foot_length,current_scale,scale,raw_left_big_toe_x,raw_left_big_toe_y,raw_left_big_toe_conf,raw_left_small_toe_x,raw_left_small_toe_y,raw_left_small_toe_conf,raw_left_heel_x,raw_left_heel_y,raw_left_heel_conf,raw_left_ankle_x,raw_left_ankle_y,raw_left_ankle_conf,raw_right_big_toe_x,raw_right_big_toe_y,raw_right_big_toe_conf,raw_right_small_toe_x,raw_right_small_toe_y,raw_right_small_toe_conf,raw_right_heel_x,raw_right_heel_y,raw_right_heel_conf,raw_right_ankle_x,raw_right_ankle_y,raw_right_ankle_conf,norm_left_big_toe_x,norm_left_big_toe_y,norm_left_big_toe_conf,norm_left_small_toe_x,norm_left_small_toe_y,norm_left_small_toe_conf,norm_left_heel_x,norm_left_heel_y,norm_left_heel_conf,norm_left_ankle_x,norm_left_ankle_y,norm_left_ankle_conf,norm_right_big_toe_x,norm_right_big_toe_y,norm_right_big_toe_conf,norm_right_small_toe_x,norm_right_small_toe_y,norm_right_small_toe_conf,norm_right_heel_x,norm_right_heel_y,norm_right_heel_conf,norm_right_ankle_x,norm_right_ankle_y,norm_right_ankle_conf,norm_left_toe_center_x,norm_left_toe_center_y,norm_left_toe_center_conf,norm_right_toe_center_x,norm_right_toe_center_y,norm_right_toe_center_conf,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_toe_center_x,left_toe_center_y,right_toe_center_x,right_toe_center_y,left_big_toe_x,left_big_toe_y,left_small_toe_x,left_small_toe_y,right_big_toe_x,right_big_toe_y,right_small_toe_x,right_small_toe_y,left_foot_angle_rad,right_foot_angle_rad,left_foot_angle_deg,right_foot_angle_deg,ankle_distance_norm,toe_distance_norm,left_right_toe_dx,left_right_toe_dy,left_toe_width_norm,right_toe_width_norm,foot_angle_diff_deg,foot_angle_abs_diff_deg,reason
0,feet_rotated,True,204.3502655029297,665.7362976074219,51.54983049027618,47.19627061471269,49.37305055249443,49.37305055249443,262.2111511230469,718.805419921875,0.9835976958274841,284.0934143066406,707.5358276367188,0.9831591844558716,244.85888671875,670.0792236328125,0.9725573658943176,253.4978485107422,663.8941040039062,0.996711015701294,154.78419494628906,720.5174560546875,0.9828628897666931,131.4009246826172,711.8777465820312,0.9774060845375061,165.85745239257812,674.8545532226562,0.9746066331863403,155.2026824951172,667.5784912109375,0.9972580671310425,1.1719123078813678,1.0748601052719835,0.9835976958274841,1.6151148837547802,0.8466061861997926,0.9831591844558716,0.820460165262641,0.08796146838796476,0.9725573658943176,0.9954333884141469,-0.03731172335719802,0.996711015701294,-1.00390942026037,1.1095356238728085,0.9828628897666931,-1.4775133398482494,0.9345472572238746,0.9774060845375061,-0.7796320599924289,0.18468082310489728,0.9746066331863403,-0.9954333884141469,0.03731172335719802,0.9972580671310425,1.393513595818074,0.960733145735888,0.9831591844558716,-1.2407113800543097,1.0220414405483416,0.9774060845375061,0.9954333884141469,-0.03731172335719802,-0.9954333884141469,0.03731172335719802,0.820460165262641,0.08796146838796476,-0.7796320599924289,0.18468082310489728,1.393513595818074,0.960733145735888,-1.2407113800543097,1.0220414405483416,1.1719123078813678,1.0748601052719835,1.6151148837547802,0.8466061861997926,-1.00390942026037,1.1095356238728085,-1.4775133398482494,0.9345472572238746,0.9898021383019894,2.074126249635043,56.7114850777282,118.83868028138576,1.992264837283993,2.6349383162652344,-2.6342249758723835,0.06130829481245359,0.4985262027543208,0.504897614483832,-62.127195203657564,62.127195203657564,
1,feet_rotated,True,205.23190307617188,665.0065002441406,52.48483443236554,48.08988801461306,50.2873612234893,49.41876608604417,262.3042907714844,718.9588012695312,0.9842021465301514,284.315673828125,707.4053344726562,0.9838780164718628,246.2821502685547,668.1914672851562,0.9731743335723877,254.3725128173828,662.79931640625,0.9966835379600525,155.64886474609375,720.7785034179688,0.9835213422775269,132.47683715820312,711.9296264648438,0.9779642820358276,166.8130340576172,673.98583984375,0.9754343032836914,156.09129333496094,667.2136840820312,0.9973249435424805,1.154872778408559,1.0917371132143001,0.9842021465301514,1.600278133498083,0.8579500782090355,0.9838780164718628,0.8306611120340249,0.06444853429707663,0.9731743335723877,0.9943714429383176,-0.04466286823203245,0.9966835379600525,-1.003324086314659,1.1285592011083843,0.9835213422775269,-1.4722153481390692,0.9495001582800382,0.9779642820358276,-0.7774145746913772,0.18169898422747416,0.9754343032836914,-0.9943714429383176,0.04466286823203245,0.9973249435424805,1.3775754559533209,0.9748435957116678,0.9838780164718628,-1.237769717226864,1.0390296796942111,0.9779642820358276,0.9943714429383176,-0.04466286823203245,-0.9943714429383176,0.04466286823203245,0.8306611120340249,0.06444853429707663,-0.7774145746913772,0.18169898422747416,1.3775754559533209,0.9748435957116678,-1.237769717226864,1.0390296796942111,1.154872778408559,1.0917371132143001,1.600278133498083,0.8579500782090355,-1.003324086314659,1.1285592011083843,-1.4722153481390692,0.9495001582800382,1.029829968936121,2.063575511860608,59.00491083612841,118.23416753616138,1.9907479381679074,2.616132685521494,-2.615345173180185,0.06418608398254333,0.503033108332819,0.5019174795062342,-59.22925670003298,59.22925670003298,
2,feet_rotated,True,206.36964416503906,664.57177734375,52.74559138122125,48.2639591347471,50.50477525798418,49.47306654464118,263.0362854003906,718.8092041015625,0.9838879704475403,284.9570617675781,707.1398315429688,0.9836861491203308,247.59666442871094,667.3112182617188,0.9723572731018066,255.41119384765625,662.3538818359375,0.9963948130607605,156.94972229003906,720.3829956054688,0.9834612607955933,133.94224548339844,711.4212646484375,0.9776511788368225,167.9824676513672,673.222900390625,0.9751445651054382,157.32809448242188,666.7896728515625,0.997144877910614,1.1454038569495057,1.0963021002320987,0.9838879704475403,1.5884889110649134,0.8604288590198506,0.9836861491203308,0.833322515524106,0.0553723694385684,0.9723572731018066,0.991277741766126,-0.04483036251272639,0.9963948130607605,-0.9989257858193766,1.128113176719265,0.9834612607955933,-1.4639763358167215,0.946969544780768,0.9776511788368225,-0.775920701803149,0.1748653085627673,0.9751445651054382,-0.991277741766126,0.04483036251272639,0.997144877910614,1.3669463840072096,0.9783654796259746,0.9836861491203308,-1.2314510608180491,1.0375413607500166,0.9776511788368225,0.991277741766126,-0.04483036251272639,-0.991277741766126,0.04483036251272639,0.833322515524106,0.0553723694385684,-0.775920701803149,0.1748653085627673,1.3669463840072096,0.9783654796259746,-1.2314510608180491,1.0375413607500166,1.1454038569495057,1.0963021002320987,1.5884889110649134,0.8604288590198506,-0.9989257858193766,1.128113176719265,-1.4639763358167215,0.946969544780768,1.046601694569117,2.0566261168697872,59.965859930050456,117.835996533018,1.9845818932198014,2.599071192980531,-2.5983974448252587,0.05917588112404193,0.5019567223381166,0.4990841907380984,-57.87013660296755,57.87013660296755,
3,feet_rotated,True,207.6089859008789,663.6788635253906,53.73093983345936,48.31322184068933,51.02208083707434,49.55051725926283,264.6224670410156,718.845703125,0.9845529794692993,286.7373046875,707.0368041992188,0.9843437671661377,248.6089324951172,666.5281372070312,0.9724587202072144,256.73968505859375,661.6957397460938,0.9963139891624451,158.20022583007812,719.4074096679688,0.9841214418411255,134.92193603515625,710.3003540039062,0.9782592058181763,169.12255859375,672.1321411132812,0.9751973748207092,158.47828674316406,665.6619873046875,0.9970194697380066,1.1506132386434125,1.113345382671997,0.9845529794692993,1.5969221546689116,0.8750249860554768,0.9843437671661377,0.8274373076614829,0.0575024003630959,0.9724587202072144,0.9915274728747759,-0.040022261905372045,0.9963139891624451,-0.9971391380695315,1.1246814205993054,0.9841214418411255,-1.4669281752479535,0.9408880685256689,0.9782592058181763,-0.7767109091062891,0.17059917949313422,0.9751973748207092,-0.9915274728747759,0.040022261905372045,0.9970194697380066,1.373767696656162,0.9941851843637369,0.9843437671661377,-1.2320336566587424,1.0327847445624871,0.9782592058181763,0.9915274728747759,-0.040022261905372045,-0.9915274728747759,0.040022261905372045,0.8274373076614829,0.0575024003630959,-0.7767109091062891,0.17059917949313422,1.373767696656162,0.9941851843637369,-1.2320336566587424,1.0327847445624871,1.1506132386434125,1.113345382671997,1.5969221546689116,0.8750249860554768,-0.9971391380695315,1.1246814205993054,-1.4669281752479535,0.9408880685256689,1.0427759671027084,2.056672721503876,59.74666189265796,117.83866678185704,1.9846697568245069,2.606087223978761,-2.6058013533149045,0.038599560198750216,0.5059528238554575,0.5044618278120679,-58.092004889199075,58.092004889199075,
4,feet_rotated,True,208.69420623779297,662.8261108398438,53.92500673664297,49.932958289412376,51.92898251302768,49.669440521951074,266.2309875488281,717.9935302734375,0.9838045239448547,287.9385070800781,706.0264282226562,0.9834908843040466,249.1226348876953,665.901123046875,0.9715245366096497,257.59906005859375,661.1737670898438,0.996015727519989,158.72280883789062,719.2688598632812,0.9846269488334656,135.61578369140625,709.7611083984375,0.9790369868278503,170.3736572265625,670.3012084960938,0.9757718443870544,159.7893524169922,664.4784545898438,0.9969586133956909,1.1583939884647414,1.110691379928326,0.9838045239448547,1.5954337316778044,0.8697564725682869,0.9834908843040466,0.8139497490823411,0.06190953984416774,0.9715245366096497,0.9846064966080624,-0.033266808174933195,0.996015727519989,-1.0060793291564825,1.1363677228957916,0.9846269488334656,-1.471295464141381,0.9449471760780382,0.9790369868278503,-0.7715115895918933,0.15049691677011,0.9757718443870544,-0.9846064966080624,0.033266808174933195,0.9969586133956909,1.376913860071273,0.9902239262483065,0.9834908843040466,-1.2386873966489318,1.040657449486915,0.9790369868278503,0.9846064966080624,-0.033266808174933195,-0.9846064966080624,0.033266808174933195,0.8139497490823411,0.06190953984416774,-0.7715115895918933,0.15049691677011,1.376913860071273,0.9902239262483065,-1.2386873966489318,1.040657449486915,1.1583939884647414,1.110691379928326,1.5954337316778044,0.8697564725682869,-1.0060793291564825,1.1363677228957916,-1.471295464141381,0.9449471760780382,1.0256572399905879,2.0541037575202776,58.765831078497285,117.69147598787575,1.9703366551825099,2.6160874363106776,-2.615601256720205,0.0504335232386085,0.4990524689171778,0.5030585234287308,-58.92564490937846,58.92564490937846,
5,feet_rotated,True,209.3454360961914,661.9115600585938,56.21176192138499,51.094554215840915,53.65315806861295,49.86862639928417,268.7400207519531,717.9071655273438,0.9848479628562927,289.7109680175781,705.3401489257812,0.984675943851471,248.6131591796875,664.4786987304688,0.9726693630218506,257.53375244140625,660.2261962890625,0.996119499206543,158.61508178710938,718.7012329101562,0.984983503818512,136.017333984375,708.8385009765625,0.9790423512458801,172.1009521484375,669.089111328125,0.9758691191673279,161.15711975097656,663.596923828125,0.9968199729919434,1.1910210676389172,1.122862398904049,0.9848479628562927,1.6115449276248828,0.87085993745781,0.984675943851471,0.7874233946026585,0.05147803052204882,0.9726693630218506,0.9663052669504961,-0.033796073628277086,0.996119499206543,-1.0172799608093925,1.1387855842842642,0.984983503818512,-1.4704255442028575,0.9410112992132135,0.9790423512458801,-0.7468520117146946,0.1439291953233803,0.9758691191673279,-0.9663052669504961,0.033796073628277086,0.9968199729919434,1.4012829976319,0.9968611681809294,0.984675943851471,-1.243852752506125,1.039898441748739,0.9790423512458801,0.9663052669504961,-0.033796073628277086,-0.9663052669504961,0.033796073628277086,0.7874233946026585,0.05147803052204882,-0.7468520117146946,0.1439291953233803,1.4012829976319,0.9968611681809294,-1.243852752506125,1.039898441748739,1.1910210676389172,1.122862398904049,1.6115449276248828,0.87085993745781,-1.0172799608093925,1.1387855842842642,-1.4704255442028575,0.9410112992132135,0.9948967386517377,2.0772464530373207,57.00338417607465,119.01745476755865,1.9337921744892417,2.6454858426335233,-2.645135750138025,0.04303727356780951,0.49025050473452764,0.4944245013997273,-62.014070591484,62.014070591484,
6,feet_rotated,True,210.04460906982422,662.2469482421875,56.11951760950995,50.33747781798308,53.22849771374651,50.03661996500729,270.5047912597656,716.892333984375,0.9852244853973389,290.6258850097656,704.3157958984375,0.984900951385498,248.5552978515625,664.5089721679688,0.9732820391654968,258.0779113769531,660.300048828125,0.9962026476860046,159.4265594482422,718.69482421875,0.985615611076355,137.0480194091797,708.83837890625,0.9799898266792297,172.2310791015625,669.5155029296875,0.9768237471580505,162.0113067626953,664.19384765625,0.9968562126159668,1.2083186720490662,1.0921078558144677,0.9852244853973389,1.6104460292540799,0.8407611802250134,0.984900951385498,0.7696500844515561,0.04520736867044933,0.9732820391654968,0.9599629699352317,-0.038909490997274566,0.9962026476860046,-1.0116200825911374,1.1281312769735221,0.985615611076355,-1.4588633227363101,0.9311466421322192,0.9799898266792297,-0.7557171126807988,0.14526470198393107,0.9768237471580505,-0.9599629699352317,0.038909490997274566,0.9968562126159668,1.409382350651573,0.9664345180197406,0.984900951385498,-1.235241702663724,1.0296389595528705,0.9799898266792297,0.9599629699352317,-0.038909490997274566,-0.9599629699352317,0.038909490997274566,0.7696500844515561,0.04520736867044933,-0.7557171126807988,0.14526470198393107,1.409382350651573,0.9664345180197406,-1.235241702663724,1.0296389595528705,1.2083186720490662,1.0921078558144677,1.6104460292540799,0.8407611802250134,-1.0116200825911374,1.1281312769735221,-1.4588633227363101,0.9311466421322192,0.963815114472736,2.067646076634104,55.22253829020608,118.46739371791733,1.9215023831747255,2.6453792137996675,-2.644624053315297,0.06320444153312998,0.47421678876075135,0.488701813194011,-63.24485542771126,63.24485542771126,
7,feet_rotated,True,211.00228881835938,663.2952575683594,54.59685158646626,48.51004970470066,51.55345064558346,50.112461499036094,272.0400695800781,716.2472534179688,0.9850538372993469,291.9533996582031,704.1467895507812,0.9846811294555664,249.26901245117188,666.4967651367188,0.9735827445983887,259.44036865234375,661.5764770507812,0.9962736368179321,160.5938262939453,718.2761840820312,0.9849998950958252,137.89785766601562,708.7445068359375,0.9793652296066284,172.175048828125,670.7613525390625,0.9758436679840088,162.564208984375,665.0140380859375,0.9966554641723633,1.218016017091733,1.0566632383569483,0.9850538372993469,1.6153888357968773,0.8151970739495135,0.9846811294555664,0.7636169225801961,0.0638864560349117,0.9735827445983887,0.9665875190528422,-0.03429846521530749,0.9962736368179321,-1.005906734902329,1.0971507858325704,0.9849998950958252,-1.4588074296400289,0.9069450573377309,0.9793652296066284,-0.7748020917108853,0.1489867938506021,0.9758436679840088,-0.9665875190528422,0.03429846521530749,0.9966554641723633,1.416702426444305,0.9359301561532309,0.9846811294555664,-1.232357082271179,1.0020479215851505,0.9793652296066284,0.9665875190528422,-0.03429846521530749,-0.9665875190528422,0.03429846521530749,0.7636169225801961,0.0638864560349117,-0.7748020917108853,0.1489867938506021,1.416702426444305,0.9359301561532309,-1.232357082271179,1.0020479215851505,1.218016017091733,1.0566632383569483,1.6153888357968773,0.8151970739495135,-1.005906734902329,1.0971507858325704,-1.4588074296400289,0.9069450573377309,0.9279907906615279,2.063113577836898,53.16995573191384,118.20770066618931,1.934391704598481,2.6498844955245944,-2.6490595087154842,0.0661177654319196,0.46498501653204904,0.49122017308549515,-65.03774493427548,65.03774493427548,
8,feet_rotated,True,212.2093048095703,662.8164367675781,54.23559559220379,48.98613837772733,51.610866984965554,50.18738177333257,271.89111328125,716.6152954101562,0.9851632714271545,292.48175048828125,704.6170043945312,0.9849499464035034,250.9853515625,666.2540893554688,0.9735950827598572,260.68829345703125,661.3134765625,0.9962310194969177,161.22389221191406,717.7183837890625,0.9848130345344543,138.50637817382812,708.095703125,0.9788705110549927,173.8750457763672,670.20849609375,0.9747774004936218,163.73031616210938,664.3193969726562,0.9965311884880066,1.1891795579460185,1.0719598580686378,0.9851632714271545,1.599454740262308,0.8328899844933565,0.9849499464035034,0.7726254166447396,0.06849635239822865,0.9735950827598572,0.9659597080878326,-0.029946973760578477,0.9962310194969177,-1.0159010252403269,1.093939254879738,0.9848130345344543,-1.4685549241962006,0.90220419471018,0.9788705110549927,-0.7638226518039304,0.14728920029256637,0.9747774004936218,-0.9659597080878326,0.029946973760578477,0.9965311884880066,1.3943171491041633,0.9524249212809972,0.9849499464035034,-1.2422279747182636,0.998071724794959,0.9788705110549927,0.9659597080878326,-0.029946973760578477,-0.9659597080878326,0.029946973760578477,0.7726254166447396,0.06849635239822865,-0.7638226518039304,0.14728920029256637,1.3943171491041633,0.9524249212809972,-1.2422279747182636,0.998071724794959,1.1891795579460185,1.0719598580686378,1.599454740262308,0.8328899844933565,-1.0159010252403269,1.093939254879738,-1.4685549241962006,0.90220419471018,0.9578402806372195,2.083043051875545,54.88020552813902,119.34957541651934,1.9328476182943626,2.6369402383487683,-2.636545123822427,0.045646803513961776,0.47484748043552427,0.4915871087998325,-64.46936988838033,64.46936988838033,
9,feet_rotated,True,213.41473388671875,662.1123046875,53.29772353318122,49.68356992035406,51.490646726767636,50.25254502100432,272.0946350097656,715.6676635742188,0.9845181107521057,292.9346618652344,703.8731079101562,0.9841901659965515,252.18121337890625,665.946533203125,0.9722400903701782,261.7695617675781,660.8270874023438,0.9958760142326355,161.44943237304688,716.984130859375,0.9849107265472412,138.92918395996094,707.1434936523438,0.9790826439857483,175.4215850830078,669.264404296875,0.9741891026496887,165.05990600585938,663.3975219726562,0.9963468909263611,1.167700085608005,1.0657243103674436,0.9845181107521057,1.5824059845183613,0.8310186718941551,0.9841901659965515,0.771433157783035,0.07629919069815046,0.9722400903701782,0.9622363973933709,-0.02557516807594642,0.9958760142326355,-1.0340829801147715,1.091921337495244,0.9849107265472412,-1.482224430536298,0.8960976791528036,0.9790826439857483,-0.7560442717444606,0.1423231322191861,0.9741891026496887,-0.9622363973933709,0.02557516807594642,0.9963468909263611,1.375053035063183,0.9483714911307994,0.9841901659965515,-1.2581537053255347,0.9940095083240238,0.9790826439857483,0.9622363973933709,-0.02557516807594642,-0.9622363973933709,0.02557516807594642,0.771433157783035,0.07629919069815046,-0.7560442717444606,0.1423231322191861,1.375053035063183,0.9483714911307994,-1.2581537053255347,0.9940095083240238,1.167700085608005,1.0657243103674436,1.5824059845183613,0.8310186718941551,-1.0340829801147715,1.091921337495244,-1.482224430536298,0.8960976791528036,0.9653466151838396,2.1034945907187423,55.3102868172736,120.5213622767824,1.9251524341627455,2.633602203492757,-2.633206740388718,0.045638017193224356,0.47651623196088566,0.48905793598767644,-65.2110754595088,65.2110754595088,
